,Rank,Name,Overview,game-id
9181,9350,Hisshou Pachinko*Pachi-Slot Kouryaku Series Vol. 1: CR Shinseiki Evangelion,Hisshou Pachinko*Pachi-Slot Kouryaku Series Vol. 1: CR Shinseiki Evangelion 2005 Misc by D3Publisher rank 9350,hisshoupachinko*pachi-slotkouryakuseriesvol.1:crshinseikievangelion
9182,9351,The Guy Game,The Guy Game 2004 Misc by Gathering of Developers rank 9351,theguygame
9183,9352,Rurouni Kenshin: Enjou! Kyoto Rinne,Rurouni Kenshin: Enjou! Kyoto Rinne 2006 Action by Banpresto rank 9352,rurounikenshin:enjou!kyotorinne
9184,9353,Blade II,Blade II 2002 Action by Activision rank 9353,bladeii
9185,9354,Suikoden: Tsumugareshi Hyakunen no Toki,Suikoden: Tsumugareshi Hyakunen no Toki 2012 Role-Playing by Konami Digital Entertainment rank 9354,suikoden:tsumugareshihyakunennotoki
9186,9355,Baseball Advance,Baseball Advance 2002 Sports by Sega rank 9355,baseballadvance
9187,9356,Shonen Jump's One Piece: Grand Battle,Shonen Jump's One Piece: Grand Battle 2005 Fighting by Atari rank 9356,shonenjump'sonepiece:grandbattle
9188,9357,Retro Atari Classics,Retro Atari Classics 2005 Misc by Atari rank 9357,retroatariclassics
9189,9358,NHL 2K9,NHL 2K9 2008 Sports by Take-Two Interactive rank 9358,nhl2k9
9190,9359,Pro Yaky? Spirits 6,Pro Yaky? Spirits 6 2009 Sports by Konami Digital Entertainment rank 9359,proyaky?spirits6
9191,9360,Freddi Fish: ABC under the sea,Freddi Fish: ABC under the sea 2008 Misc by Atari rank 9360,freddifish:abcunderthesea
9192,9361,Puzzle Kingdoms,Puzzle Kingdoms 2009 Puzzle by Zoo Digital Publishing rank 9361,puzzlekingdoms
9193,9362,Shovel Knight,Shovel Knight 2015 Platform by Yacht Club Games rank 9362,shovelknight
9194,9363,Hyperdimension Idol Neptunia PP,Hyperdimension Idol Neptunia PP 2013 Misc by Namco Bandai Games rank 9363,hyperdimensionidolneptuniapp
9195,9364,Paperboy / Rampage,Paperboy / Rampage 2005 Misc by Zoo Digital Publishing rank 9364,paperboy/rampage
9196,9365,Shiren the Wanderer 4 - God's Eye and the Demon's Navel,Shiren the Wanderer 4 - God's Eye and the Demon's Navel 2010 Role-Playing by Spike rank 9365,shirenthewanderer4-god'seyeandthedemon'snavel
9197,9366,Ben 10 Galactic Racing,Ben 10 Galactic Racing 2011 Racing by D3Publisher rank 9366,ben10galacticracing
9198,9367,Sentou Kokka Air Land Battle,Sentou Kokka Air Land Battle 1995 Strategy by Sony Computer Entertainment rank 9367,sentoukokkaairlandbattle
9199,9368,NTRA Breeders' Cup World Thoroughbred Championships,NTRA Breeders' Cup World Thoroughbred Championships 2005 Simulation by Bethesda Softworks rank 9368,ntrabreeders'cupworldthoroughbredchampionships
9200,9369,Tak 2: The Staff of Dreams,Tak 2: The Staff of Dreams 2004 Platform by THQ rank 9369,tak2:thestaffofdreams
9201,9370,Hulk Hogan's Main Event,Hulk Hogan's Main Event 2011 Fighting by 505 Games rank 9370,hulkhogan'smainevent
9202,9371,Transformers: Devastation,Transformers: Devastation 2015 Action by Activision rank 9371,transformers:devastation
9203,9372,Euro Truck Simulator 2,Euro Truck Simulator 2 2012 Action by SCS Software rank 9372,eurotrucksimulator2
9204,9373,DmC: Devil May Cry,DmC: Devil May Cry 2015 Action by Capcom rank 9373,dmc:devilmaycry
9205,9374,WipeOut 3 The Game,WipeOut 3 The Game 2012 Action by Activision rank 9374,wipeout3thegame
9206,9375,Ys: The Ark of Napishtim,Ys: The Ark of Napishtim 2005 Role-Playing by Konami Digital Entertainment rank 9375,ys:thearkofnapishtim
9207,9376,Peter Jackson's King Kong: The Official Game of the Movie,Peter Jackson's King Kong: The Official Game of the Movie 2005 Action by Ubisoft rank 9376,peterjackson'skingkong:theofficialgameofthemovie
9208,9377,Brain Assist,Brain Assist 2007 Misc by Sega rank 9377,brainassist
9209,9378,Azure Dreams,Azure Dreams 1997 Role-Playing by Konami Digital Entertainment rank 9378,azuredreams
9210,9379,Rumble Roses XX,Rumble Roses XX 2006 Fighting by Konami Digital Entertainment rank 9379,rumblerosesxx
9211,9380,Space Camp,Space Camp 2009 Action by Activision rank 9380,spacecamp
9212,9381,SingStar Latino,SingStar Latino 2007 Misc by Sony Computer Entertainment rank 9381,singstarlatino
9213,9382,Bakugan: Battle Trainer,Bakugan: Battle Trainer 2010 Action by Activision rank 9382,bakugan:battletrainer
9214,9383,Phantom Brave: We Meet Again,Phantom Brave: We Meet Again 2009 Role-Playing by Nippon Ichi Software rank 9383,phantombrave:wemeetagain
9215,9384,Monster Rancher DS,Monster Rancher DS 2008 Role-Playing by Tecmo Koei rank 9384,monsterrancherds
9216,9385,Kurt Warner's Arena Football Unleashed,Kurt Warner's Arena Football Unleashed 2000 Sports by Midway Games rank 9385,kurtwarner'sarenafootballunleashed
9217,9386,Suite PreCure: Melody Collection,Suite PreCure: Melody Collection 2011 Misc by Namco Bandai Games rank 9386,suiteprecure:melodycollection
9218,9387,Shin Megami Tensei: Devil Summoner 2 - Raidou Kuzunoha vs. King Abaddon,Shin Megami Tensei: Devil Summoner 2 - Raidou Kuzunoha vs. King Abaddon 2008 Role-Playing by Atlus rank 9387,shinmegamitensei:devilsummoner2-raidoukuzunohavs.kingabaddon
9219,9388,NHL 2K9,NHL 2K9 2008 Sports by Take-Two Interactive rank 9388,nhl2k9
9220,9389,Venetica,Venetica 2010 Role-Playing by DTP Entertainment rank 9389,venetica
9221,9390,Disney's Kim Possible: Kimmunicator,Disney's Kim Possible: Kimmunicator 2005 Platform by Disney Interactive Studios rank 9390,disney'skimpossible:kimmunicator
9222,9391,James Bond 007: Legends,James Bond 007: Legends 2012 Shooter by Activision rank 9391,jamesbond007:legends
9223,9392,Rogue Ops,Rogue Ops 2003 Action by Kemco rank 9392,rogueops
9224,9393,NBA Hoopz,NBA Hoopz 2001 Sports by Midway Games rank 9393,nbahoopz
9225,9395,Rugby 15,Rugby 15 2015 Sports by Bigben Interactive rank 9395,rugby15
9226,9396,MLB 11: The Show,MLB 11: The Show 2011 Sports by Sony Computer Entertainment rank 9396,mlb11:theshow
9227,9397,Castrol Honda Superbike Racing,Castrol Honda Superbike Racing 1998 Racing by THQ rank 9397,castrolhondasuperbikeracing
9228,9398,History Civil War: Secret Missions,History Civil War: Secret Missions 2008 Shooter by Activision rank 9398,historycivilwar:secretmissions
9229,9399,Army Men: Green Rogue,Army Men: Green Rogue 2001 Action by 3DO rank 9399,armymen:greenrogue
9230,9400,My Spanish Coach,My Spanish Coach 2008 Misc by Ubisoft rank 9400,myspanishcoach
9231,9401,Chessmaster,Chessmaster 2004 Misc by Ubisoft rank 9401,chessmaster
9232,9402,Over the Hedge: Hammy Goes Nuts!,Over the Hedge: Hammy Goes Nuts! 2006 Platform by Activision rank 9402,overthehedge:hammygoesnuts!
9233,9403,Fatal Inertia,Fatal Inertia 2007 Racing by Tecmo Koei rank 9403,fatalinertia
9234,9404,Superman: The Man of Steel,Superman: The Man of Steel 2002 Action by Atari rank 9404,superman:themanofsteel
9235,9405,Ken to Mahou to Gakuen Mono. 3,Ken to Mahou to Gakuen Mono. 3 2010 Role-Playing by Acquire rank 9405,kentomahoutogakuenmono.3
9236,9406,Greg Hastings Paintball 2,Greg Hastings Paintball 2 2010 Shooter by 505 Games rank 9406,greghastingspaintball2
9237,9407,The Flintstones: Bedrock Bowling,The Flintstones: Bedrock Bowling 2000 Sports by Ubisoft rank 9407,theflintstones:bedrockbowling
9238,9408,Teenage Mutant Ninja Turtles: Danger of the Ooze,Teenage Mutant Ninja Turtles: Danger of the Ooze 2014 Adventure by Activision rank 9408,teenagemutantninjaturtles:dangeroftheooze
9239,9409,NHL 2003,NHL 2003 2002 Sports by Electronic Arts rank 9409,nhl2003
9240,9410,Chicken Run,Chicken Run 2000 Adventure by Eidos Interactive rank 9410,chickenrun
9241,9411,Scene It? Bright Lights! Big Screen!,Scene It? Bright Lights! Big Screen! 2009 Misc by Warner Bros. Interactive Entertainment rank 9411,sceneit?brightlights!bigscreen!
9242,9412,My Baby: First Steps,My Baby: First Steps 2009 Simulation by SouthPeak Games rank 9412,mybaby:firststeps
9243,9413,Pro Baseball Spirits 2015,Pro Baseball Spirits 2015 2015 Action by Konami Digital Entertainment rank 9413,probaseballspirits2015
9244,9414,Shining Force III,Shining Force III 1997 Strategy by Sega rank 9414,shiningforceiii
9245,9415,Jikkyou Powerful Pro Yakyuu 2011 Ketteiban,Jikkyou Powerful Pro Yakyuu 2011 Ketteiban 2011 Sports by Konami Digital Entertainment rank 9415,jikkyoupowerfulproyakyuu2011ketteiban
9246,9416,Tales of the Heroes: Twin Brave,Tales of the Heroes: Twin Brave 2012 Role-Playing by Namco Bandai Games rank 9416,talesoftheheroes:twinbrave
9247,9417,WWE Survivor Series,WWE Survivor Series 2004 Fighting by THQ rank 9417,wwesurvivorseries
9248,9418,Kouchuu Ouja Mushi King: Greatest Champion e no Michi DS 2,Kouchuu Ouja Mushi King: Greatest Champion e no Michi DS 2 2006 Action by Sega rank 9418,kouchuuoujamushiking:greatestchampionenomichids2
9249,9419,Super Robot Wars BX,Super Robot Wars BX 2015 Action by Namco Bandai Games rank 9419,superrobotwarsbx
9250,9420,Persona 4: Arena,Persona 4: Arena 2012 Fighting by Atlus rank 9420,persona4:arena
9251,9421,Tomb Raider: Legend,Tomb Raider: Legend 2006 Action by Eidos Interactive rank 9421,tombraider:legend
9252,9422,Nagano Winter Olympics '98,Nagano Winter Olympics '98 1997 Sports by Konami Digital Entertainment rank 9422,naganowinterolympics'98
9253,9423,Destroy All Humans! Path of the Furon,Destroy All Humans! Path of the Furon 2008 Action by THQ rank 9423,destroyallhumans!pathofthefuron
9254,9424,Winning Post 5,Winning Post 5 2001 Sports by Tecmo Koei rank 9424,winningpost5
9255,9425,Star Wars: Lethal Alliance,Star Wars: Lethal Alliance 2006 Action by Ubisoft rank 9425,starwars:lethalalliance
9256,9426,Midnight Mysteries: The Edgar Allan Poe Conspiracy,Midnight Mysteries: The Edgar Allan Poe Conspiracy 2010 Adventure by Foreign Media Games rank 9426,midnightmysteries:theedgarallanpoeconspiracy
9257,9427,All Star Cheer Squad 2,All Star Cheer Squad 2 2009 Sports by THQ rank 9427,allstarcheersquad2
9258,9428,Frogger Beyond,Frogger Beyond 2002 Platform by Konami Digital Entertainment rank 9428,froggerbeyond
9259,9429,RPG Maker II,RPG Maker II 2002 Role-Playing by Enterbrain rank 9429,rpgmakerii
9260,9430,Resident Evil: Revelations 2,Resident Evil: Revelations 2 2015 Action by Capcom rank 9430,residentevil:revelations2
9261,9431,SpongeBob's Surf & Skate Roadtrip,SpongeBob's Surf & Skate Roadtrip 2011 Action by THQ rank 9431,spongebob'ssurf&skateroadtrip
9262,9432,Destruction Derby Arenas,Destruction Derby Arenas 2004 Racing by Sony Computer Entertainment rank 9432,destructionderbyarenas
9263,9433,Cabela's Dangerous Hunts 2009,Cabela's Dangerous Hunts 2009 2008 Sports by Activision rank 9433,cabela'sdangeroushunts2009
9264,9434,The Unholy War,The Unholy War 1998 Strategy by Eidos Interactive rank 9434,theunholywar
9265,9435,Chuck E. Cheese's Game Room,Chuck E. Cheese's Game Room 2010 Misc by UFO Interactive rank 9435,chucke.cheese'sgameroom
9266,9436,Wantame Music Channel: Doko Demo Style,Wantame Music Channel: Doko Demo Style 2007 Misc by Capcom rank 9436,wantamemusicchannel:dokodemostyle
9267,9437,Disney's Winnie the Pooh's Rumbly Tumbly Adventure,Disney's Winnie the Pooh's Rumbly Tumbly Adventure 2005 Platform by Ubisoft rank 9437,disney'swinniethepooh'srumblytumblyadventure
9268,9438,Shaman King: Power of Spirit,Shaman King: Power of Spirit 2004 Adventure by Konami Digital Entertainment rank 9438,shamanking:powerofspirit
9269,9439,Eat Lead: The Return of Matt Hazard,Eat Lead: The Return of Matt Hazard 2009 Shooter by D3Publisher rank 9439,eatlead:thereturnofmatthazard
9270,9440,Attack on Titan (KOEI),Attack on Titan (KOEI) 2016 Action by Tecmo Koei rank 9440,attackontitan(koei)
9271,9441,Soccer Tsuku DS: World Challenge 2010,Soccer Tsuku DS: World Challenge 2010 2010 Sports by Sega rank 9441,soccertsukuds:worldchallenge2010
9272,9442,Family Fortunes,Family Fortunes 2009 Misc by Mindscape rank 9442,familyfortunes
9273,9443,Megamind: The Blue Defender,Megamind: The Blue Defender 2010 Adventure by THQ rank 9443,megamind:thebluedefender
9274,9444,Contra III: The Alien Wars,Contra III: The Alien Wars 1992 Shooter by Konami Digital Entertainment rank 9444,contraiii:thealienwars
9275,9445,Dead to Rights: Reckoning,Dead to Rights: Reckoning 2005 Shooter by Electronic Arts rank 9445,deadtorights:reckoning
9276,9446,The BIGS 2,The BIGS 2 2009 Sports by Take-Two Interactive rank 9446,thebigs2
9277,9447,Slime MoriMori Dragon Quest 3: Taikaizoku to Shippo Dan,Slime MoriMori Dragon Quest 3: Taikaizoku to Shippo Dan 2011 Role-Playing by Square Enix rank 9447,slimemorimoridragonquest3:taikaizokutoshippodan
9278,9448,Amagami,Amagami 2009 Adventure by Enterbrain rank 9448,amagami
9279,9449,Diablo II,Diablo II 2000 Role-Playing by Havas Interactive rank 9449,diabloii
9280,9450,How to Train Your Dragon 2,How to Train Your Dragon 2 2014 Adventure by Little Orbit rank 9450,howtotrainyourdragon2
9281,9451,NBA 08,NBA 08 2007 Sports by Sony Computer Entertainment rank 9451,nba08
9282,9452,The Smurfs 2,The Smurfs 2 2013 Platform by Ubisoft rank 9452,thesmurfs2
9283,9453,NeverDead,NeverDead 2012 Shooter by Konami Digital Entertainment rank 9453,neverdead
9284,9454,No Fear Downhill Mountain Biking,No Fear Downhill Mountain Biking 1998 Sports by Codemasters rank 9454,nofeardownhillmountainbiking
9285,9455,Fire ProWrestling,Fire ProWrestling 2001 Fighting by Spike rank 9455,fireprowrestling
9286,9456,Eternal Poison (JP sales),Eternal Poison (JP sales) 2008 Role-Playing by Banpresto rank 9456,eternalpoison(jpsales)
9287,9457,Mission: Impossible - Operation Surma,Mission: Impossible - Operation Surma 2003 Platform by Atari rank 9457,mission:impossible-operationsurma
9288,9458,Naruto Shippuden: Kizuna Drive,Naruto Shippuden: Kizuna Drive 2010 Action by Namco Bandai Games rank 9458,narutoshippuden:kizunadrive
9289,9459,The IdolM@ster: One for All,The IdolM@ster: One for All 2014 Misc by Namco Bandai Games rank 9459,theidolm@ster:oneforall
9290,9460,MX 2002 Featuring Ricky Carmichael,MX 2002 Featuring Ricky Carmichael 2001 Racing by THQ rank 9460,mx2002featuringrickycarmichael
9291,9461,Indianapolis 500 Legends,Indianapolis 500 Legends 2007 Racing by Destineer rank 9461,indianapolis500legends
9292,9462,Romance of the Three Kingdoms IV: Wall of Fire,Romance of the Three Kingdoms IV: Wall of Fire 1995 Strategy by Tecmo Koei rank 9462,romanceofthethreekingdomsiv:walloffire
9293,9463,Illusion of Gaia,Illusion of Gaia 1993 Role-Playing by Nintendo rank 9463,illusionofgaia
9294,9464,Steel Battalion: Heavy Armor,Steel Battalion: Heavy Armor 2012 Misc by Capcom rank 9464,steelbattalion:heavyarmor
9295,9465,Academy of Champions: Soccer,Academy of Champions: Soccer 2009 Sports by Ubisoft rank 9465,academyofchampions:soccer
9296,9466,Mega Man Anniversary Collection,Mega Man Anniversary Collection 2005 Platform by Capcom rank 9466,megamananniversarycollection
9297,9467,Disney Princess: Enchanting Storybooks,Disney Princess: Enchanting Storybooks 2011 Misc by THQ rank 9467,disneyprincess:enchantingstorybooks
9298,9468,Sally's Salon,Sally's Salon 2008 Simulation by Capcom rank 9468,sally'ssalon
9299,9469,The Oregon Trail,The Oregon Trail 2011 Simulation by Crave Entertainment rank 9469,theoregontrail
9300,9470,Disruptor,Disruptor 1995 Shooter by Interplay rank 9470,disruptor
9301,9471,NBA Ballers: Chosen One,NBA Ballers: Chosen One 2008 Sports by Midway Games rank 9471,nbaballers:chosenone
9302,9472,Lovely Lisa and Friends,Lovely Lisa and Friends 2010 Simulation by Tomy Corporation rank 9472,lovelylisaandfriends
9303,9473,Hasbro Family Fun Pack,Hasbro Family Fun Pack 2015 Misc by Ubisoft rank 9473,hasbrofamilyfunpack
9304,9474,Shrek Smash n' Crash Racing,Shrek Smash n' Crash Racing 2006 Racing by Activision rank 9474,shreksmashn'crashracing
9305,9475,Under Night In-Birth,Under Night In-Birth 2014 Fighting by Nippon Ichi Software rank 9475,undernightin-birth
9306,9476,Drakengard 2,Drakengard 2 2005 Role-Playing by Ubisoft rank 9476,drakengard2
9307,9478,Grand Knights History,Grand Knights History 2011 Role-Playing by Marvelous Interactive rank 9478,grandknightshistory
9308,9479,Harvest Moon DS (jp sales),Harvest Moon DS (jp sales) 2005 Simulation by Rising Star Games rank 9479,harvestmoonds(jpsales)
9309,9480,Summon Night: Twin Age,Summon Night: Twin Age 2007 Role-Playing by Banpresto rank 9480,summonnight:twinage
9310,9481,Sin and Punishment,Sin and Punishment 2000 Shooter by Nintendo rank 9481,sinandpunishment
9311,9482,NBA Jam 2000,NBA Jam 2000 1999 Sports by Acclaim Entertainment rank 9482,nbajam2000
9312,9483,Castlevania: Legacy of Darkness,Castlevania: Legacy of Darkness 1999 Platform by Konami Digital Entertainment rank 9483,castlevania:legacyofdarkness
9313,9484,Just Dance: Disney Party,Just Dance: Disney Party 2012 Misc by Ubisoft rank 9484,justdance:disneyparty
9314,9485,Cabela's Alaskan Adventure,Cabela's Alaskan Adventure 2006 Sports by Activision rank 9485,cabela'salaskanadventure
9315,9486,Rango: The Video Game,Rango: The Video Game 2011 Action by Electronic Arts rank 9486,rango:thevideogame
9316,9487,Shrek Super Party,Shrek Super Party 2002 Misc by TDK Mediactive rank 9487,shreksuperparty
9317,9488,Sonic Riders,Sonic Riders 2006 Racing by Sega rank 9488,sonicriders
9318,9489,Shimano Xtreme Fishing,Shimano Xtreme Fishing 2009 Sports by Mastiff rank 9489,shimanoxtremefishing
9319,9490,The History Channel: Great Battles - Medieval,The History Channel: Great Battles - Medieval 2010 Strategy by Slitherine Software rank 9490,thehistorychannel:greatbattles-medieval
9320,9491,TRON: Evolution,TRON: Evolution 2010 Action by Disney Interactive Studios rank 9491,tron:evolution
9321,9492,Rally Fusion: Race of Champions,Rally Fusion: Race of Champions 2002 Racing by Activision rank 9492,rallyfusion:raceofchampions
9322,9493,Barbie and the Three Musketeers,Barbie and the Three Musketeers 2009 Adventure by Activision rank 9493,barbieandthethreemusketeers
9323,9494,Secret Agent Clank,Secret Agent Clank 2008 Platform by Sony Computer Entertainment rank 9494,secretagentclank
9324,9495,The House of the Dead,The House of the Dead 1997 Shooter by Sega rank 9495,thehouseofthedead
9325,9496,DreamWorks Super Star Kartz,DreamWorks Super Star Kartz 2011 Racing by Activision rank 9496,dreamworkssuperstarkartz
9326,9497,RealSports Volleyball,RealSports Volleyball 1981 Sports by Atari rank 9497,realsportsvolleyball
9327,9498,Heroes of the Pacific,Heroes of the Pacific 2005 Simulation by Codemasters rank 9498,heroesofthepacific
9328,9499,Smart Boy's Gameroom,Smart Boy's Gameroom 2007 Misc by 505 Games rank 9499,smartboy'sgameroom
9329,9500,NightCaster,NightCaster 2002 Action by Microsoft Game Studios rank 9500,nightcaster
9330,9501,RollerCoaster Tycoon,RollerCoaster Tycoon 2003 Strategy by Atari rank 9501,rollercoastertycoon
9331,9502,FIFA World Cup Germany 2006,FIFA World Cup Germany 2006 2006 Sports by Electronic Arts rank 9502,fifaworldcupgermany2006
