,Rank,Name,Overview
7701,7839,GunGriffon,1995 Simulation by Sega rank 7839
7702,7840,SingStar Pop Vol.2,2008 Misc by Sony Computer Entertainment rank 7840
7703,7841,SNK Arcade Classics Vol. 1,2008 Misc by Ignition Entertainment rank 7841
7704,7842,Darkstalkers 3,1998 Fighting by Capcom rank 7842
7705,7843,SpongeBob's Surf & Skate Roadtrip,2011 Action by THQ rank 7843
7706,7844,Frequency,2001 Misc by Sony Computer Entertainment rank 7844
7707,7845,Death Jr.,2005 Platform by Konami Digital Entertainment rank 7845
7708,7846,Cars: Race-O-Rama,2009 Racing by THQ rank 7846
7709,7847,Inazuma Eleven Strikers 2012 Xtreme,2011 Role-Playing by Level 5 rank 7847
7710,7848,The Polar Express,2004 Adventure by THQ rank 7848
7711,7849,2002 FIFA World Cup,2002 Sports by Electronic Arts rank 7849
7712,7850,Kan Colle Kai,2016 Action by Kadokawa Games rank 7850
7713,7851,SpongeBob SquigglePants 3D,2011 Misc by THQ rank 7851
7714,7852,Jampack: Summer 2003 (RP-T),2003 Misc by Sony Computer Entertainment rank 7852
7715,7853,Need for Speed: Shift 2 Unleashed,2011 Racing by Electronic Arts rank 7853
7716,7854,Monster 4x4: Stunt Racer,2009 Racing by Ubisoft rank 7854
7717,7855,Frogger's Adventures 2: The Lost Wand,2002 Adventure by Konami Digital Entertainment rank 7855
7718,7856,Sudeki,2004 Role-Playing by Microsoft Game Studios rank 7856
7719,7857,Rango: The Video Game,2011 Action by Electronic Arts rank 7857
7720,7858,The Amazing Spider-Man (Console Version),2012 Action by Activision rank 7858
7721,7859,"Boku no Natsuyasumi 4: Seitouchi Shounen Tanteidan, Boku to Himitsu no Chizu",2009 Adventure by Sony Computer Entertainment rank 7859
7722,7860,Hyperdevotion Noire: Goddess Black Heart,2014 Role-Playing by Idea Factory rank 7860
7723,7861,Hexen,1996 Shooter by GT Interactive rank 7861
7724,7862,Mace: The Dark Age,1997 Fighting by GT Interactive rank 7862
7725,7863,AeroFighters Assault,1997 Action by Video System rank 7863
7726,7864,Puyo Puyo Sun 64,1997 Puzzle by Compile rank 7864
7727,7865,Chou-Kuukan Night Pro Yakyuu King (weekly JP sales),1996 Sports by Imagineer rank 7865
7728,7866,Quake,1998 Shooter by GT Interactive rank 7866
7729,7867,Sesame Street: Elmo's Number Journey,1999 Misc by NewKidCo rank 7867
7730,7868,Disney Magic World 2,2015 Action by Nintendo rank 7868
7731,7869,Squeeballs Party,2009 Puzzle by Performance Designed Products rank 7869
7732,7870,Tottadoo! Yoiko no Mujintou Seikatsu,2008 Adventure by Namco Bandai Games rank 7870
7733,7871,Where's Waldo? The Fantastic Journey,2009 Adventure by Ubisoft rank 7871
7734,7872,Family Game Night 4: The Game Show,2011 Misc by Electronic Arts rank 7872
7735,7873,Teenage Mutant Ninja Turtles 2: Battle Nexus,2004 Action by Konami Digital Entertainment rank 7873
7736,7874,Saints Row IV,2013 Action by Deep Silver rank 7874
7737,7875,Fighter Within,2013 Fighting by Ubisoft rank 7875
7738,7876,Barbie Horse Adventures: Riding Camp,2008 Sports by Activision rank 7876
7739,7877,SSX Tricky,2002 Sports by Electronic Arts rank 7877
7740,7878,Kenka Banchou 4: Ichinen Sensou,2010 Action by Spike rank 7878
7741,7879,Warhammer: Shadow of the Horned Rat,1996 Strategy by Mindscape rank 7879
7742,7880,Shadows of the Damned,2011 Action by Electronic Arts rank 7880
7743,7881,NBA 2K11,2010 Action by Take-Two Interactive rank 7881
7744,7882,Pro Yakyuu Team o Tsukurou!,2008 Sports by Sega rank 7882
7745,7883,Warriors: Legends of Troy,2011 Action by Tecmo Koei rank 7883
7746,7884,Jeopardy!,2010 Misc by THQ rank 7884
7747,7885,ESPN International Track & Field,2000 Sports by Konami Digital Entertainment rank 7885
7748,7886,Lunar Legend,2002 Role-Playing by Media Rings rank 7886
7749,7887,Conflict: Global Terror,2005 Shooter by Eidos Interactive rank 7887
7750,7888,Valhalla Knights 3,2013 Role-Playing by Xseed Games rank 7888
7751,7889,Tamagotchi Party On!,2006 Misc by Namco Bandai Games rank 7889
7752,7890,Hisshou Pachinko*Pachi-Slot Kouryaku Series Vol. 5: CR Shinseiki Evangelion * Pachi-Slot Shinseiki Evangelion,2006 Misc by D3Publisher rank 7890
7753,7891,Brunswick Pro Bowling,2010 Sports by 505 Games rank 7891
7754,7892,Shaun White Skateboarding,2010 Sports by Ubisoft rank 7892
7755,7893,Hulk,2003 Action by Universal Interactive rank 7893
7756,7894,The Heavy Rain and Beyond: Two Souls Collection,2016 Action by Sony Computer Entertainment rank 7894
7757,7895,Cabela's Survival: Shadows of Katmai,2011 Sports by Activision rank 7895
7758,7896,Shaun White Skateboarding,2010 Sports by Ubisoft rank 7896
7759,7897,Boogie,2007 Misc by Electronic Arts rank 7897
7760,7898,Gungrave,2002 Shooter by Activision rank 7898
7761,7899,Phantasy Star Universe,2006 Role-Playing by Sega rank 7899
7762,7900,Transworld Surf,2002 Sports by Atari rank 7900
7763,7901,God Eater Resurrection,2015 Action by Namco Bandai Games rank 7901
7764,7902,Tenchu: Fatal Shadows,2004 Action by Sega rank 7902
7765,7903,Active Health with Carol Vorderman,2009 Sports by Nintendo rank 7903
7766,7904,Escape The Museum,2010 Adventure by Astragon rank 7904
7767,7905,The Legend of Spyro: A New Beginning,2006 Platform by Vivendi Games rank 7905
7768,7906,International Soccer,1981 Sports by Mattel Interactive rank 7906
7769,7907,Sing4: The Hits Edition,2011 Misc by Crave Entertainment rank 7907
7770,7908,Jewel Master: Cradle of Athena,2010 Puzzle by Storm City Games rank 7908
7771,7909,Princess Maker: Yumemiru Yosei,1997 Strategy by Sony Computer Entertainment rank 7909
7772,7911,Big Air,1999 Sports by Accolade rank 7911
7773,7912,Shining Force II,1993 Strategy by Sega rank 7912
7774,7913,Gallop Racer,1999 Sports by Tecmo Koei rank 7913
7775,7914,Harry Potter and the Prisoner of Azkaban,2004 Action by Electronic Arts rank 7914
7776,7915,NASCAR Unleashed,2011 Racing by Activision rank 7915
7777,7916,3rd Super Robot Wars Z Jigoku Hen,2014 Role-Playing by Namco Bandai Games rank 7916
7778,7917,Sudoku Gridmaster (JP sales),2006 Puzzle by Nintendo rank 7917
7779,7918,Dynasty Warriors Gundam,2007 Action by Namco Bandai Games rank 7918
7780,7919,Taiko no Tatsujin: Wii U Version!,2013 Misc by Namco Bandai Games rank 7919
7781,7920,Monsters vs. Aliens,2009 Action by Activision rank 7920
7782,7921,CSI: Fatal Conspiracy,2010 Adventure by Ubisoft rank 7921
7783,7922,College Slam,1995 Sports by Acclaim Entertainment rank 7922
7784,7923,Arcania: Gothic 4,2010 Role-Playing by JoWood Productions rank 7923
7785,7924,Mushroom Men: The Spore Wars,2008 Action by SouthPeak Games rank 7924
7786,7925,Zumba Fitness Rush,2012 Sports by 505 Games rank 7925
7787,7926,Pro Yaky? Spirits 4,2007 Sports by Konami Digital Entertainment rank 7926
7788,7927,Pictionary,2010 Puzzle by THQ rank 7927
7789,7928,SoulCalibur Legends,2007 Action by Namco Bandai Games rank 7928
7790,7929,Daigasso! Band Brothers,2004 Misc by Nintendo rank 7929
7791,7930,Rise of the Kasai,2005 Action by Sony Computer Entertainment rank 7930
7792,7931,Thoroughbred Breeder,1993 Simulation by Hect rank 7931
7793,7932,F1 2011,2011 Racing by Codemasters rank 7932
7794,7933,Momotarou Dentetsu World,2010 Misc by Hudson Soft rank 7933
7795,7934,Nobunaga no Yabou: Souzou,2013 Strategy by Tecmo Koei rank 7934
7796,7935,Doctor Who: Return to Earth,2010 Adventure by Asylum Entertainment rank 7935
7797,7936,The Munchables,2009 Action by Namco Bandai Games rank 7936
7798,7937,We Dance,2011 Misc by Nordic Games rank 7937
7799,7938,Chibi-Robo! Park Patrol,2007 Adventure by Unknown rank 7938
7800,7939,Bolt,2008 Adventure by Disney Interactive Studios rank 7939
7801,7940,Singstar: Ultimate Party,2014 Misc by Sony Computer Entertainment Europe rank 7940
7802,7941,Mathews Bowhunting,2010 Sports by Zoo Games rank 7941
7803,7942,3rd Super Robot Wars Z: Tengoku-Hen,2015 Action by Namco Bandai Games rank 7942
7804,7943,One Piece: Unlimited Adventure,2007 Adventure by Namco Bandai Games rank 7943
7805,7944,Remington Super Slam Hunting: North America,2010 Sports by Mastiff rank 7944
7806,7945,Crash & Spyro Superpack,2005 Platform by Vivendi Games rank 7945
7807,7946,Earth Defense Force: Insect Armageddon,2011 Shooter by D3Publisher rank 7946
7808,7947,Face Training,2007 Misc by Nintendo rank 7947
7809,7949,ThunderStrike 2,1994 Simulation by Core Design Ltd. rank 7949
7810,7950,Disney's Meet the Robinsons,2007 Action by Disney Interactive Studios rank 7950
7811,7951,Call of Duty: World at War,2008 Shooter by Activision rank 7951
7812,7952,Pro Yaky? Spirits 2012,2012 Sports by Konami Digital Entertainment rank 7952
7813,7953,Kuma-Tomo,2013 Misc by Namco Bandai Games rank 7953
7814,7954,Super Real Mahjong P V,1995 Misc by Seta Corporation rank 7954
7815,7956,Grand Slam Tennis 2,2012 Sports by Electronic Arts rank 7956
7816,7957,Penguin no Mondai X: Tenkuu no 7 Senshi,2009 Action by Konami Digital Entertainment rank 7957
7817,7958,The Scorpion King: Sword of Osiris,2002 Action by Vivendi Games rank 7958
7818,7959,Bubsy 3D,1996 Platform by Accolade rank 7959
7819,7960,Reel Fishing Paradise 3D,2011 Sports by Marvelous Interactive rank 7960
7820,7961,NCAA Final Four 2001,2000 Sports by Sony Computer Entertainment rank 7961
7821,7962,Farmtopia,2010 Simulation by 505 Games rank 7962
7822,7963,Robin Hood: Defender of the Crown,2003 Strategy by Capcom rank 7963
7823,7964,SD Gundam GX,1994 Strategy by Namco Bandai Games rank 7964
7824,7965,R-Type Final,2003 Shooter by Metro 3D rank 7965
7825,7966,Jackie Chan Adventures: Legend of the Dark Hand,2001 Action by Activision rank 7966
7826,7967,MotoGP,2009 Racing by Capcom rank 7967
7827,7968,Sega GT 2002,2002 Racing by Sega rank 7968
7828,7969,Ty the Tasmanian Tiger 3: Night of the Quinkan,2005 Action by Activision rank 7969
7829,7970,WWE SmackDown vs. Raw 2009,2008 Fighting by THQ rank 7970
7830,7971,Pro Evolution Soccer 2014,2013 Action by Konami Digital Entertainment rank 7971
7831,7972,Samurai Warriors 2: Empires,2006 Action by Tecmo Koei rank 7972
7832,7973,Blood Omen 2,2002 Action by Eidos Interactive rank 7973
7833,7974,Jurassic: The Hunted,2009 Shooter by Activision rank 7974
7834,7975,J-League Pro Soccer Club o Tsukurou! 5,2007 Sports by Sega rank 7975
7835,7976,Harry Potter: Quidditch World Cup,2003 Sports by Electronic Arts rank 7976
7836,7977,Dance Central: Spotlight,2014 Misc by Microsoft Game Studios rank 7977
7837,7978,Little Battlers eXperience W,2012 Role-Playing by Level 5 rank 7978
7838,7979,Magical Starsign (US sales),2006 Role-Playing by Nintendo rank 7979
7839,7980,Tekken Tag Tournament 2,2012 Fighting by Namco Bandai Games rank 7980
7840,7981,Hot Wheels: Battle Force 5,2009 Racing by Activision rank 7981
7841,7982,Dragon Blade: Wrath of Fire,2007 Action by D3Publisher rank 7982
7842,7983,La Pucelle: Tactics,2002 Role-Playing by Tecmo Koei rank 7983
7843,7984,Phantasy Star Nova,2014 Role-Playing by Sega rank 7984
7844,7985,SBK X: Superbike World Championship,2010 Racing by Black Bean Games rank 7985
7845,7986,Samurai Warriors: State of War,2005 Action by Tecmo Koei rank 7986
7846,7987,Tiger Woods PGA Tour 07,2006 Sports by Electronic Arts rank 7987
7847,7988,Call of Juarez,2007 Shooter by Ubisoft rank 7988
7848,7989,Star Wars: The Clone Wars & Tetris Worlds,2002 Misc by Microsoft Game Studios rank 7989
7849,7990,The Bee Game,2007 Adventure by Midway Games rank 7990
7850,7991,EverQuest Online Adventures: Frontiers,2003 Role-Playing by Sony Online Entertainment rank 7991
7851,7992,Cabela's Survival: Shadows of Katmai,2011 Sports by Activision rank 7992
7852,7993,NBA Ballers: Chosen One,2008 Sports by Midway Games rank 7993
7853,7994,WWE All Stars,2011 Fighting by THQ rank 7994
7854,7995,Treasures of the Deep,1997 Action by Namco Bandai Games rank 7995
7855,7996,Phantasy Star Online Ver. 2,2001 Role-Playing by Sega rank 7996
7856,7997,EyePet & Friends,2011 Simulation by Sony Computer Entertainment rank 7997
7857,7998,The Lord of the Rings: War in the North,2011 Action by Warner Bros. Interactive Entertainment rank 7998
7858,7999,Major League Baseball 2K10,2010 Sports by Take-Two Interactive rank 7999
7859,8000,Fight Club,2004 Fighting by Vivendi Games rank 8000
7860,8001,Hello Kitty: Birthday Adventures,2010 Adventure by Namco Bandai Games rank 8001
7861,8002,Syndicate,2012 Shooter by Electronic Arts rank 8002
7862,8003,Dance Dance Revolution: Disney Grooves,2009 Simulation by Konami Digital Entertainment rank 8003
7863,8004,Pure Futbol,2010 Sports by Ubisoft rank 8004
7864,8005,Harvest Moon: A Wonderful Life Special Edition,2004 Simulation by 505 Games rank 8005
7865,8006,Sports Illustrated for Kids: Football,2003 Sports by BAM! Entertainment rank 8006
7866,8007,The Last Airbender,2010 Action by THQ rank 8007
7867,8008,Happy Cooking,2006 Simulation by Ubisoft rank 8008
7868,8009,.hack//Quarantine Part 4: The Final Chapter,2003 Role-Playing by Atari rank 8009
7869,8010,Close Combat: First to Fight,2005 Shooter by Take-Two Interactive rank 8010
7870,8011,MotoGP 14,2014 Racing by Milestone S.r.l. rank 8011
7871,8012,Indiana Jones and the Emperor's Tomb,2003 Action by LucasArts rank 8012
7872,8013,NBA Live 08,2007 Sports by Electronic Arts rank 8013
7873,8014,Buffy the Vampire Slayer: Chaos Bleeds,2003 Action by Vivendi Games rank 8014
7874,8015,Half-Minute Hero,2009 Role-Playing by Rising Star Games rank 8015
7875,8016,Rock Band Track Pack Volume 2,2008 Misc by MTV Games rank 8016
7876,8017,Reel Fishing II,2000 Sports by Victor Interactive rank 8017
7877,8018,Ringling Bros. and Barnum & Bailey Circus,2009 Action by Take-Two Interactive rank 8018
7878,8019,The Walking Dead: Season One,2013 Adventure by Square Enix rank 8019
7879,8020,Ty the Tasmanian Tiger,2002 Platform by Electronic Arts rank 8020
7880,8021,Dead or Alive,1997 Fighting by Tecmo Koei rank 8021
7881,8022,Driving Emotion Type-S,2000 Racing by Electronic Arts rank 8022
7882,8023,Siren,2003 Adventure by Sony Computer Entertainment rank 8023
7883,8024,"The Chronicles of Narnia: The Lion, The Witch and The Wardrobe",2005 Action by Disney Interactive Studios rank 8024
7884,8025,NARC,2005 Shooter by Midway Games rank 8025
7885,8026,Naruto Shippuden: Dragon Blade Chronicles,2009 Action by 505 Games rank 8026
7886,8027,Dynasty Warriors 8: Empires,2014 Action by Tecmo Koei rank 8027
7887,8028,Super Robot Taisen J,2005 Strategy by Banpresto rank 8028
7888,8029,Evolve,2015 Shooter by Take-Two Interactive rank 8029
7889,8030,Nep League DS,2007 Sports by Jaleco rank 8030
7890,8031,Ar tonelico 2: Melody of Metafalica,2007 Role-Playing by Nippon Ichi Software rank 8031
7891,8032,de Blob 2,2011 Platform by THQ rank 8032
7892,8033,Lips: Party Classics,2010 Misc by Microsoft Game Studios rank 8033
7893,8034,Casper: Friends Around the World,2000 Action by TDK Core rank 8034
7894,8035,Borderlands,2009 Shooter by Take-Two Interactive rank 8035
7895,8036,Jurassic Park III: Island Attack,2001 Adventure by Konami Digital Entertainment rank 8036
7896,8037,Chaotic: Shadow Warriors,2009 Action by Activision rank 8037
7897,8038,Ghostbusters: The Video Game,2009 Action by Atari rank 8038
7898,8039,GameBoy Wars,1991 Strategy by Nintendo rank 8039
7899,8040,Amplitude,2003 Misc by Sony Computer Entertainment rank 8040
7900,8041,Alone in the Dark,2008 Adventure by Atari rank 8041
7901,8042,Company of Heroes: Anthology,2009 Strategy by THQ rank 8042
7902,8043,Shape Up,2014 Misc by Ubisoft rank 8043
7903,8044,Gauntlet: Seven Sorrows,2005 Role-Playing by Midway Games rank 8044
7904,8045,AirForce Delta Storm,2001 Shooter by Konami Digital Entertainment rank 8045
7905,8047,Monopoly Party,2002 Misc by Infogrames rank 8047
7906,8048,Fear Effect 2: Retro Helix,2001 Action by Eidos Interactive rank 8048
7907,8049,How to Train Your Dragon,2010 Action by Activision rank 8049
7908,8050,Remember Me,2013 Action by Capcom rank 8050
7909,8051,International Superstar Soccer 2000 (JP weekly sales),1999 Sports by Konami Digital Entertainment rank 8051
7910,8052,Chocobo no Fushigi Dungeon for WonderSwan,1999 Role-Playing by Namco Bandai Games rank 8052
7911,8053,Klonoa: Door to Phantomile,1997 Platform by Sony Computer Entertainment rank 8053
7912,8054,Vietcong: Purple Haze,2004 Shooter by Gathering of Developers rank 8054
7913,8055,Hitman: HD Trilogy,2013 Action by Square Enix rank 8055
7914,8056,Atari Anniversary Advance,2002 Misc by Atari rank 8056
7915,8057,Summer Athletics: The Ultimate Challenge,2008 Sports by DTP Entertainment rank 8057
7916,8058,Driver: San Francisco,2011 Racing by Ubisoft rank 8058
7917,8059,Metal Gear Ac!d 2,2005 Strategy by Konami Digital Entertainment rank 8059
7918,8060,Hatsune Miku and Future Stars: Project Mirai,2012 Misc by Sega rank 8060
7919,8061,Let's TAP,2008 Misc by Sega rank 8061
7920,8062,X-Men Origins: Wolverine,2009 Action by Activision rank 8062
7921,8063,TalkMan (Japan),2005 Misc by Sony Computer Entertainment rank 8063
7922,8064,Cabela's Adventure Camp,2011 Misc by Activision rank 8064
7923,8065,LEGO Marvel's Avengers,2016 Action by Warner Bros. Interactive Entertainment rank 8065
7924,8066,Bloody Roar: Primal Fury,2002 Fighting by Activision rank 8066
7925,8067,Shrek SuperSlam,2005 Action by Activision rank 8067
7926,8068,We Sing UK Hits,2011 Misc by Nordic Games rank 8068
7927,8069,Mega Man Soccer,1993 Sports by Capcom rank 8069
7928,8070,The Chronicles of Narnia: Prince Caspian,2008 Action by Disney Interactive Studios rank 8070
7929,8071,ZhuZhu Puppies,2011 Simulation by Activision rank 8071
7930,8072,Rabbids Party Collection,2010 Misc by Ubisoft rank 8072
7931,8073,Trinity Universe,2009 Role-Playing by Nippon Ichi Software rank 8073
7932,8074,Jewel Match,2010 Puzzle by PlayV rank 8074
7933,8075,FIFA Soccer 07,2006 Sports by Electronic Arts rank 8075
7934,8076,Dungeon Travelers 2: The Royal Library & The Monster Seal,2014 Role-Playing by Atlus rank 8076
7935,8077,Dying Light,2015 Action by Warner Bros. Interactive Entertainment rank 8077
7936,8078,Vampire Savior: The Lord of Vampire,1998 Fighting by Capcom rank 8078
7937,8079,Pokémon I Choose You / Squirtle Squad Game Boy Advance Video,2004 Misc by Nintendo rank 8079
7938,8080,Super Robot Taisen UX,2013 Role-Playing by Namco Bandai Games rank 8080
7939,8081,Six Flags Fun Park,2008 Misc by Brash Entertainment rank 8081
7940,8082,Test Drive Off-Road Wide Open,2001 Racing by Infogrames rank 8082
7941,8083,Guilty Gear Xrd: Sign,2014 Fighting by Arc System Works rank 8083
7942,8084,Pro Yaky? Spirits 2011,2011 Sports by Konami Digital Entertainment rank 8084
7943,8085,Ben 10 Ultimate Alien: Cosmic Destruction,2010 Platform by D3Publisher rank 8085
